sunlight.file_name,sunlight.place,sunlight.policy_year,sunlight.policy_date,census.name,census.geotype,census.geoid,census.geoidfq,census.latitude,census.longitude,file_name,sunlight_assistance,press_url,policy_url,legal_custom,legal_custom_group,policy_markdown
amherst-ny-2014-10-06.md,"Amherst, NY",2014,10/6/2014,Amherst,County Subdivision,3602902000,0600000US3602902000,43.011639,-78.757148,amherst-ny-2014-10-06.md,No known Sunlight assistance of any kind,,http://amherstny.iqm2.com/Citizens/FileOpen.aspx?Type=12=1239=True,Legislation,legislation,"<p/> <p>Resolution 2014-1055</p> <p>Open Government Advisory Board and Plan</p> <p><span class=g-goals-and-values>WHEREAS, the Town Board (Resolution 2014-229) directed the Government Study Committee to review and recommend to the Town Board an Open Government Plan; and</p> <p>WHEREAS, the Town of Amherst is committed to creating a high level of openness and transparency in government; and</p> <p>WHEREAS, the three principles of transparency, participation, and collaboration form the cornerstone of an open government; and</p> <p>WHEREAS, more government information should be published and made available via the Internet which will provide greater public access to information and a mechanism for public feedback and participation; and</p> <p>WHEREAS, the demands of an across-the-board open government framework require the assistance of an <span class=g-oversight-authority>Open Government Advisory Board</span>, to guide these initiatives; and</p> <p>WHEREAS, goals and timetables should be established for development and implementation of an overall Open Government Plan to enhance and develop transparency, public participation, and collaboration in all town activities;</span></p> <p>NOW, THEREFORE, BE IT RESOLVED, <span class=g-oversight-authority>the Town Board shall appoint an Open Government Advisory Board. The Board shall consist of seven members, including the liaison, and shall be chaired by an individual designated by the Supervisor. The Advisory Board shall meet regularly at such times as the Board decides</span>; and</p> <p>BE IT FURTHER RESOLVED, the Supervisor shall designate a department head to serve as a liaison to the Open Government Advisory Board. The liaison will lead the Open Government initiatives outlined in this Resolution, including working with <span class=g-proactive-release><span class=g-open-formats><span class=g-thoughtful-formats><span class=g-real-time-updates>town departments and agenc</span></span></span></span>ies to establish standards for publication of information and the most effective means <span class=g-proactive-release><span class=g-open-formats><span class=g-thoughtful-formats><span class=g-real-time-updates>for making such information available</span></span></span></span>. The liaison will report to the Supervisor regarding Open Government initiatives; and</p> <p>BE IT FURTHER RESOLVED, the Open Government Advisory Board <span class=g-proactive-release><span class=g-binding-regulations>shall develop and publish </span>an Open Government Plan. </span><span class=g-proactive-release><span class=g-binding-regulations>The plan will detail, including specific </span>actions, timelines, and steps the Town of Amherst will take to incorporate the principles of open government into its daily activities</span>; and</p> <p>BE IT FURTHER RESOLVED, the Open Government <span class=g-binding-regulations><span class=g-public-participation>Plan shall be formulated with the input of senior policy, legal, and technology leadership in the Town; open government experts; and the general public</span></span>; and</p> <p>BE IT FURTHER RESOLVED, the components of the <span class=g-proactive-release><span class=g-public-participation><span class=g-partnerships>Open Government Plan shall include</span></span></span>:</p> <p>(1) Transparency: <span class=g-proactive-release>Steps the Town will take to conduct its work more openly and publish its <span class=g-open-formats><span class=g-thoughtful-formats>information online, including ready public</span></span> access to ordinances and regulations, policies, legislative records, budget information, crime statistics, public health statistics, and other information.</span></p> <p>(2) <span class=g-public-participation>Public Participation: Description of how the Town will enhance and expand opportunities for the public to participate throughout each department’s decision-making process, including instructions for online access to published information and opportunities for comment; methods for identifying stakeholders and other affected parties and encouraging their participation; links to appropriate websites where the public can engage in the Town’s existing participatory processes; and proposed changes to internal management and administrative policies to increase public participation.</span></p> <p>(3) Collaboration: <span class=def-data><span class=g-partnerships>Steps the Town will take to enhance and expand cooperation among its departments and agencies, other governmental agencies, private and nonprofit entities, and the public, to fulfill Town goals and obligations; including proposals to use technology platforms and links to appropriate websites to improve, and inform the public about, existing collaboration efforts, and use of innovative methods to obtain ideas from and to increase collaboration with those in the private sector, nonprofit and academic communities.</span></span></p> <p>BE IT FURTHER RESOLVED, a <span class=g-data-portals-and-websites>portal/place shall be established on the Town’s website that will serve as the source for Town-wide and departmental activities with respect to this open government initiative</span>; and</p> <p>BE IT FURTHER RESOLVED, <span class=g-future-review>progress toward meeting the Open Government goals set forth in this Resolution shall be evaluated six months from the adoption date of this Resolution, again one year from the adoption date, and annually thereafter. The evaluations shall be released on </span><span class=g-prioritization><span class=g-public-participation><span class=g-data-quality><span class=g-future-review>the Open Government Portal and shall include </span></span></span>criteria to be developed by the Open Government Advisory Board.</span></p> <p>10/06/2014</p>"
anchorage-ak-2016-04-20.md,"Anchorage, AK",2016,4/20/2016,Anchorage municipality,Place,203000,1600000US0203000,61.17425,-149.284329,anchorage-ak-2016-04-20.md,Sunlight formal WWC engagement,http://www.muni.org/Departments/Mayor/PressReleases/Pages/20160427MunicipalityofAnchorageAdoptsOpenDataPolicy.aspx,https://www.muni.org/Departments/Mayor/Documents/Open%20Data%20Policy.pdf,Operating Procedure,technology,"Purpose<span class=g-goals-and-values>The Municipality of Anchorage (MOA) recognizes that citizens’ access to their local government’s information is fundamental to transparency and accountability.  Therefore, the Municipality of Anchorage will make publicly available for review, interpretation, analysis, and research.  The intent of this policy is to provide greater government transparency, honesty, accountability, efficiency and enable civic engagement and economic growth.</span>Policy<span class=g-proactive-release>The Municipality of Anchorage is “Open By Default.”  <span class=g-build-on-precedent>All public datasets are considered open unless they contain information that is sensitive, protected, or confidential as defined by MOA policy, regulation, and state, federal or local law.</span></span><span class=g-data-portals-and-websites>Municipality of Anchorage Departments will work cooperatively with the Information Technology Department (ITD) to make their respective datasets publicly available via the Open Data Portal.  The Open Data Portal</span> infrastructure shall be installed, operated and maintained by the Information Technology Department.<span class=g-data-quality>Publishing Entities and the ITD shall ensure that Publishable Data is made available and that published data sets adhere to the following principles:</span><span class=g-metadata><span class=g-open-data-creation>Complete:  All facets of the data shall be available unless subject to privacy, security or privilege limitations.  Data Sets shall be accompanied by metadata and documentation of data creation processes, to reasonably describe the data and make it as meaningful as possible.</span></span><span class=g-open-access><span class=g-bulk-data><span class=g-public-apis>Accessible:  Data shall be persistent, easily and freely accessed via a central web portal without registration requirement, and should be available for download in bulk and in a format that permits processing of data.  Download shall be available via manual user interface and through an application programming interface (API)</span></span>.</span>Timely:  Data shall be available to the public in a timely manner, as close as reasonably possible to the time the data was collected.<span class=g-open-formats>Machine-Readable:  Data shall be reasonably structured, based on industry data standards, to allow for automated processing.</span><span class=g-license-free>License-Free:  Public data generated and published by the Municipality of Anchorage shall not be subject to copyright, patent, trademark or trade secret restrictions.</span>Non-<span class=g-open-formats>Proprietary:  Data shall be available in a format over which no entity has exclusive control</span>.Policy ScopeThis <span class=g-outside-services>policy is applicable to all MOA departments, divisions, corporations, commissions, business units, utilities or other related entities which will be referred to as Department(s). This policy shall apply to MOA records including third party agency contractors that create or acquire information, records, or data on behalf of a City department. </span>Governance <span class=g-oversight-authority>Implementation of the Open Data Initiative will be overseen by ITD who will work with the Municipality’s departments to:</span> Identify an appropriate lead Open Data Coordinator who will be responsible for managing that department’s participation in the Open Data Program; <span class=g-sensitive-information>Develop and implement a process for determining the relative level of risk and public benefit associated with potentially sensitive, non-protected information</span>; <span class=g-goals-and-values><span class=g-prioritization>Develop and implement a process for prioritizing the release of datasets which takes into account new and existing signals of interest from the public, including records requests, Mayoral and programmatic priorities, the Municipality’s strategic goals, and data already published in non-machine-readable format</span></span>s;<span class=g-partnerships>Proactively consult with members of the public, departmental staff, journalists, researchers, the business community and other stakeholders to identify new datasets and to improve, and increase the use of existing datasets for the greatest benefit of all.</span>Report and Review<span class=g-timelines><span class=g-future-review>Within one year of the effective date of this policy, and annually thereafter, the ITD, in partnership with departments and Open Data Governance body shall publicly report to the Mayor or his or her designee on the progress toward achieving the goals of the City’s Open Data Program. </span></span><span class=g-real-time-updates>This <span class=g-timelines><span class=g-future-review>report shall include a list of datasets</span></span> currently available on the Open Data Portal and a description and publication timeline for datasets envisioned <span class=g-timelines><span class=g-future-review>to be published on the portal the following year. The report shall contain suggestions for improving the City’s Open Data management process</span></span></span>, including a recommendation for adequate funding, <span class=g-real-time-updates><span class=g-timelines><span class=g-future-review>in order to ensure that the City continues to move toward the achievement of the program’s goals. </span></span></span><span class=g-public-participation><span class=g-timelines><span class=g-future-review>The report shall be available online through the City’s website and Open Data Portal, and shall include a mechanism for public comment and feedback</span></span></span>. DefinitionsProtected Information – dataset or portion thereof to which a department may deny access pursuant to Municipal policy, State law, privacy laws, copyright, patent, trademark, or any other law, rule or regulation.Sensitive Information – dataset or portion thereof which, if published, could raise privacy, confidentiality, or security concerns or have the potential to jeopardize public health, safety or welfare.Open Data –<span class=def-open>data which is made open and freely available to everyone to be republished or used as they wish.</span>Data – <span class=def-data>final versions of statistical or factual information that (i) are in alphanumeric form reflected in a list table graph chart or other non-narrative form that can be digitally transmitted or processed; and (ii) are regularly created or maintained by or on behalf of a City department and are controlled by such City department; and (iii) record a measurement transaction or determination related to the mission of a department. The term “data” shall not include information provided to a department by other governmental entities.  Data shall not include information that is available exclusively in paper format.</span>Publishing Entity – departments, divisions, corporations, commissions, business units, utilities, or other related interested parties who create, publish and update data.Dataset – a collection of electronically stored information represented by tables, records, and fields.Open Data Portal – <span class=g-data-portals-and-websites><span class=g-permanent-access>the internet site established and maintained by or on behalf of the City, located at http://www.muni.org/opendata or its successor website</span></span>.Publishable Data - <span class=def-public>data that is collected by a covered MOA entity where the entity is permitted, required, or able to make the data available to the public consistent with any and all applicable laws, rules, regulations, ordinances, resolutions, policies or other restrictions, requirements, or rights associated with the City data including but not limited to contractual or other legal orders restrictions or requirements. Data shall not be Publishable Data if making such data available on the Open Data Portal would violate statute or regulation (e.g. disclosure that would constitute an unwarranted invasion of personal privacy), endanger the public health safety or welfare, hinder the operation of government including criminal and civil investigations or impose an undue financial operational or administrative burden on the City</span>;Metadata – data that accurately describes the dataset including, but not limited to; data source, record descriptions, field descriptions, update frequency, owner, last update, etc."
arlington-tx-2017-10-17.md,"Arlington, TX",2017,10/17/2017,Arlington city,Place,4804000,1600000US4804000,32.700708,-97.124691,arlington-tx-2017-10-17.md,Sunlight formal WWC engagement,,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/112365/Attachment_-_Open_Data_Policy.pdf,Council Resolution,council,"## I. SCOPEThis Open Data Policy shall apply to all Departments of the City of Arlington. This Policy only pertains to public data chosen for open data release. Creation of this Policy does not create an obligation to populate any class of data to the City’s Open Data Portal.## II. GENERAL POLICY AND OBJECTIVESA. This Policy is adopted to advance the following principles of the City of Arlington, to:1. Instill confidence and credibility through Open Data standards fosteringincreased transparency for Arlington citizens and its business community.2. Proactively share data in order to improve and encourage increased economic activity, development, and civic engagement by maximizing the value of public data.3. Adopt and mandate a comprehensive, citywide Open Data policy in order forthe City of Arlington to reduce the duplication of services.B. To achieve these policies, it is the objective of the City of Arlington to:1. Prepare an annual report and comment on the state of the current Open Dataprogram.2. Acknowledge that technology rapidly changes, and it is our duty to review andmaintain revisions and additions that will continue to further the City Council’spriority to Put Technology To Work.3. To enhance and expand cooperation with other governmental agencies,educational institutions, the public, non-profit, and private entities in fulfilling the goals of the City of Arlington.C. Each Department Head, or his/her designee, shall be responsible for carrying out this policy. Each Department Head, or his/her designee, may adopt supplemental rules, not inconsistent with this policy, and shall also have the responsibility to preserve the confidentiality of a public record or information in a public record that is confidential under Texas Government Code Chapter 552 (Texas Public Information Act), or other applicable law.## III. DEFINITIONSIn the interpretation and application of this policy, the terms defined in this section shall have the following meanings:A. “Data” shall refer to both structured and unstructured information types and isinclusive of geographic information system (GIS)files. Data shall have a classification as Public, or Sensitive/Restricted.B. “Data Inventory” means a catalog created by a Departmental Data Coordinator containing an inventory of all available Public Datasets of the Department and their available Metadata, excluding Sensitive/Restricted data.C. “Dataset” means identified organized collection of data. The most basic form of a Dataset is data elements presented in a tabular form, with each data element represented by a column. Each row corresponds to a given value of that column’s data elements. Datasets may also present information in non-tabular formats such as a geospatial data file.D. “Departmental Data Coordinator” means the person within each Department of the City of Arlington who is designated by the Department Head, or his/her designee, to have the responsibility to catalog, classify and facilitate the potential submission for publication of Public Departmental Data.E. “IT” shall refer to the City’s Department of Information Technology.F. “Metadata” means any information that is used to provide descriptive detail about a Dataset.G. “Open Data” means data that is collected by a Department covered by this Policy where the Department is permitted, required or able to make the data available to the public, consistent with any and all applicable laws, rules, regulations, ordinances, resolutions, policies or other restrictions, requirements or rights associated with the data, including but not limited to contractual or other legal orders, restrictions or requirements. Data shall not be Open Data if it meets the definition of Sensitive/Restricted.H. “Open Data Portal” means the Internet site established and maintained by or on behalf of City of Arlington, located at http://OpenArlington.com or any future successor website.I. “Sensitive/Restricted” means, but is not limited to (i) any record or portion thereof, disclosure of which could be denied under the Texas Government Code Chapter 552 or other law; (ii) any record that contains a significant amount of confidential information as to which access may be denied pursuant to the Texas Government Code Chapter 552 or any other law, if the removal of such confidential information from those records, that would otherwise meet the definition of Data or a Dataset, would impose an undue financial or administrative burden on the City of Arlington; (iii) any record that reflects the internal deliberative or administrative process(es) of any Department, including, but not limited to, records on negotiating positions, future procurements or pending or reasonably anticipated legal or administrative proceedings; (iv) any record subject to privacy laws, or to copyright, patent, trademark or trade secret protection, or that are otherwise protected by law or contract; (v) proprietary applications, computer code, software, operating systems or similarmaterials; (vi) employment records, internal employee-related directories or lists, facilities records , information technology, internal service-desk records or other records related to the internal administration of a Department; or (vii) any information which, if disclosed on the City of Arlington’s Open Data Portal, would raise privacy, confidentiality or security concerns, or jeopardize or have the potential to jeopardize, public health, safety or welfare.## IV. DATA GOVERNANCE GROUPA. Each Department Head, or his/her designee, shall have the responsibility to designate a Departmental Data Coordinator or Coordinators, depending on departmental size and organization. Departmental Data Coordinators will serve as members of the City’s Data Governance Group.B. The Departmental Data Coordinator will review the City Data Inventory.1. A City Data Inventory shall initially consist of as many Datasets as it is feasible for the Department to identify as appropriate for posting to the Open Data Portal.Following the initial Dataset designation, the Departmental Data Coordinator shall continue to identify additional appropriate Datasets for inclusion in the City Data Inventory on an ongoing basis. In so doing, the Data Coordinator shall be guided by the standards to be developed as described in Section D.C. Total membership of the Data Governance Group includes and Executive Committee and a Working Committee1. Executive Committee membership includes individual(s) from the CityManagement Office (CMO), City Attorney’s Office (CAO), Office of Communications (OOC), Department of Information Technology (IT), and Department Heads.2. Working Committee membership includes individual(s) who are designees ofthe Executive Committee and/or Departmental Data Coordinators.D. The Data Governance Group will serve as a resource to help establish standards for publication of Open Data and the most effective process for making such Open Data availableas well as a timeline for implementation.1. The Data Governance Group shall establish a process for publishing selectdatasets onto the City of Arlington Open Data Portal, including processes for ensuring datasets meet the standards laid out in Data Standards and Processes section and datasets that include information determined to be sensitive/restricted are excluded from publication.2. The criteria to be used in establishing publication standards may includewhether a data set is particularly useful to City of Arlington Departments, is ofsignificant public interest (e.g. Open Records Requests), or presents particularsensitive/restricted data issues as determined by the Data Governance Group.3. The Data Governance Group shall establish a process for reviewing the datafor quality, proper use of unique identifiers (as appropriate), completeness, andcorrect documentation (metadata) before uploading to the Open Data Portal andregularly after data has been published.4. The Data Governance Group shall be charged with establishing appropriateOpen Data citation/reference form to be shared globally.5. The Data Governance Group shall develop and oversee a routinely updated,public timeline for new dataset publication.E. The City will review Council’s “Put Technology to Work” Priority, any futuretechnology related Priorities, and associated policies, and where appropriate, aim to include such priorities and policies into budgetary processes.## V. OPEN DATA PORTALA. The Open Data Portal shall serve as a central source for Open Data provided by the City of Arlington. Where required by state law, some Datasets will also be posted at their designated locations.B. The Open Data Portal shall be hosted at http://OpenArlington.com, or any future successor website.C. The Open Data Portal shall include a mechanism for the public to provide suggestions about what Open Data should be a priority for publication, to give feedback on the published Open Data, and to provide input on the program in general. The Department Head, or his/her designee, in consultation with the City Attorney’s Office, the City Manager’s Office and IT, reserves all rights to determine whether any cataloged Dataset shall be published as Open Data.## VI. DATA STANDARDS AND PROCESSESTo the extent practicable, and except as otherwise provided herein:A. Departments shall submit data for publication in the Open Data Portal, regardless of whether it has been or will be also published elsewhere.B. Departments shall provide Datasets without cost for publication with reasonable, user-friendly registration requirements, license requirements, or restrictions on the use and distribution of Datasets.C. Departments, in providing Open Datasets, shall employ the use and licensing standards outlined in the Attribution 4.0 International (CC BY 4.0) Creative Commons License. In summary, this license allows for free “shar[ing] (copy and redistribute the material in any medium or format) and adapt[ation] (remix, transform, and build upon the material for any purpose, even commercially)” if proper “attribution is followed (…must give appropriate credit, provide a link to the license, and indicate if changes were made. [The user] may do so in any reasonable manner, but not in any way that suggests the licensor endorses you or your use.)” Full license documentation is available at https://creativecommons.org/licenses/by/4.0/legalcode.D. Data shall be collected and released to the extent possible in machine-readable, open formats based on common data standards that allow for automated processing.E. Where possible, the collection, creation, and publication of Open Data Dataset processes will utilize guidance and templates recommended by the Data Governance Group.F. Datasets shall be complete and available in a timely manner, and when possible (per security and data review protocols) should be available for bulk download along with publicly accessible APIs.G. When working with outside organizations, contractors, etc., request, where possible, that all data created or provided by these organizations for the City must meet the same standards as data created within or by City Departments.H. The Data Governance Group shall consider the possibility of digitizing and publishing archival data when and if time and cost permit it.I. To optimize data quality and timeliness, Departments should take advantage of online data-collection methods, such as e-filing.J. Once released, digitized government data will remain available, “findable” at a stable online location or through archives as per the City’s Document Retention Schedule.## VII. REQUIRE PUBLISHING METADATA DOCUMENTATION.Prior to submitting an Open Dataset for publishing, each Department Head, or his/her designee, shall have the responsibility to provide sufficient metadata needed to understand what the Datasets are and their characteristics.For all datasets hosted on the City of Arlington Open Data Portal, the following metadata requirements shall be provided:- Name and contact information of department responsible for maintaining dataset.- Frequency of data update and date and time of most recent update.- Clear labels and definitions of included data.Where extensive metadata is available, it shall be made available using relevant industry standards.## VIII. CREATE OR EXPLORE POTENTIAL PUBLIC/PRIVATE PARTNERSHIPS.A. Subject to the recommendation of the Data Governance Group, the City shall have the authority to explore agreements with external partners to publish and maintain Datasets that are open and freely available while respecting the privacy and security of Safety-Sensitive data.B. The Departments of the City of Arlington within the scope of this policy will aspire to:1. Enhance and expand cooperation among City of Arlington departments andagencies, other governmental agencies, private and nonprofit entities, and the public.2. Fulfill City of Arlington goals and priorities, including proposals to: (i) usetechnology platforms and links to appropriate websites, (ii) improve and inform the public about existing collaboration efforts, and (iii) increase use of innovative methods to obtain ideas from, and to increase collaboration with, those in the private sector, nonprofit and academic communities.## IX.RESERVATIONS AND DISCLAIMERSA. Open Data available on the City’s Open Data Portal shall be provided under the following disclaimer as available on the Portal website: “The City of Arlington does not warrant or make representations or endorsements as to any of the information listed on this website or any of the external links listed on this page. Such materials have been compiled from a variety of sources, and are subject to change without notice from the City of Arlington.The City specifically disclaims and accepts no responsibility for any errors of any of the information listed above, and any other errors or omissions that may occur. The use of this list and the data or information contained therein shall be at the sole risk of the party using such data or information.Some of the links on this page and subsequent pages may lead to resources outside the City of Arlington municipal government. The presence of external links should not be construed as an  endorsement of these sites or their content by the City of Arlington. The City of Arlington is not responsible for, and specifically disclaims responsibility for, the content of any such external link.”B. The City reserves the right to discontinue availability of content on its Open Data Portal at any time and for any reason. If a Dataset accessible on the Open Data Portal and the City, by or through whatever means, is notified or otherwise learns that any Dataset or portion thereof posted on the Open Data Portal is factually inaccurate, misleading, or contains protected information or sensitive information the City will, as appropriate, promptly correct or remove, or cause to be corrected or removed, such Data from the Open Data Portal.C. Nothing in this policy shall be construed to create a private right of action to enforce any provision of this policy. Failure to comply with any provision of this policy shall not result in any liability to the City of Arlington, Texas.## X. FUTURE REVIEW FOR POTENTIAL CHANGES TO THIS POLICYIn acknowledgment that technology changes rapidly, in the future, the Open Data Policy should be reviewed for revisions or additions that will continue to position the City of Arlington as a leader on issues of openness, efficiency, collaboration, and information technology best practices."
asheville-nc-2015-10-13.md,"Asheville, NC",2015,10/13/2015,Asheville city,Place,3702140,1600000US3702140,35.570972,-82.552725,asheville-nc-2015-10-13.md,No known Sunlight assistance of any kind,http://coablog.ashevillenc.gov/2016/02/municipal-data-evolves-to-next-gen-in-asheville-open-data/,http://coablog.ashevillenc.gov/wp-content/uploads/2016/02/Resolution-No.-15-189.pdf,Council Resolution,council,"RESOLUTION NO. 15-189RESOLUTION DIRECTING THE CITY MANAGER TO ESTABLISH AN OPEN DATA POLICY FOR THE CITY OF ASHEVILLE FOR SUSTAINING PUBLIC DATA AVAILABILITY USING OPEN DATA STANDARDSWHEREAS, the City of Asheville (City) is committed to using technology to foster open, transparent, and accessible government; andWHEREAS, <span class=g-goals-and-values>the City has been a leader in open data since hosting Open Data Day</span> in October 2012; andWHEREAS, the Asheville City Council supports the efforts of the City Manager and staff to promote open data; andWHEREAS, by sharing data freely, the City seeks to develop opportunities for economic development, commerce, entrepreneurship and civic engagement; andWHEREAS, <span class=g-proactive-release>Open Data, proactively disclosing City data, is a foundational element of Open Government, is consistent with citizens' right to public information, and promotes civic engagement with the potential benefit of civic development of technology products and infrastructures to improve service delivery through expanded and innovative applications, among other things</span>; andWHEREAS, publishing structured standardized data in machine readable formats creates new opportunities for information from different sources to be combined and visualized in new and unexpected ways, for niche markets to be identified and developed, and for citizens to browse, interpret and draw attention to trends or issues with greater efficiency; andWHEREAS, <span class=g-goals-and-values>the use of open data exchange standards maximizes transparency, access to public information, and coordination and efficiencies among organizations across the public, nonprofit and private sectors</span>; andWHEREAS, the City encourages the local software community to develop software applications and tools to collect, organize and share public data in new and innovative ways that benefit both citizens and government; andWHEREAS, <span class=g-goals-and-values>software applications and tools that enable citizens to access, visualize, and analyze public information will support informed public engagement and encourage citizens to provide feedback on local issues</span>;NOW, THEREFORE, BE IT RESOLVED BY THE CITY COUNCIL OF THE CITY OF ASHEVILLE:That the City Council hereby directs the City Manager to adopt an Open Data Policy in accordance with the following schedule and guidelines:Section 1. <span class=g-timelines>Within one hundred eighty days of the effective date of this resolution, that </span><span class=g-lists-of-holdings><span class=g-data-collection><span class=g-binding-regulations><span class=g-timelines>the City's Information Technology Services (ITS) Department shall prepare and publish guidelines setting forth the technical standards for the publishing of public data sets</span> in raw or unprocessed form a single web number portal by city departments</span> for </span><span class=g-open-access><span class=g-data-collection>the purpose of making public data available to the greatest number of users and for the greatest number of applications.</span></span></span>Section 2.  <span class=g-public-participation><span class=g-timelines>The City's Communication and Public Engagement Division will solicit feedback on the technical implementation plan within 60 days of its preparation.</span></span>Section 3. <span class=g-public-participation><span class=g-partnerships>The Communication and Public Engagement Division will coordinate annual opportunities for community collaboration related to the City's Open Data program.</span></span>Section 4. <span class=g-real-time-updates><span class=g-timelines>The City's ITS Department will work with all city departments to publish an initial open data release plan within twelve months of the passing of this resolution.</span></span> This plan will serve as a guide for the city to post their datasets to a single online open data catalog.Section 5. <span class=g-data-quality>The ITS Department will, whenever practical, work to ensure that new software systems used by the City are designed to facilitate the release of open data</span> as defined by state and federal law;Section 6. <span class=g-data-collection><span class=g-binding-regulations>City Departments will follow best practices identified by the City Manager and the ITS Department with regard to open data.</span></span>Section 7. <span class=g-lists-of-holdings><span class=g-data-portals-and-websites>The City shall maintain an open data website that will serve as an open data catalog of the data available from the City.</span></span>Section 8. <span class=g-open-formats><span class=g-thoughtful-formats>The City's ITS Department shall make every reasonable effort to ensure data are published in machine readable formats using prevailing open standards for data, documents, maps, and other formats of media.</span></span>Section 9. <span class=g-open-access><span class=g-license-free>The City will make all open data available with a license that allows for free re-use to ensure clarity of copyright and to waive legal responsibility for all published data.</span></span>Section 10. <span class=g-real-time-updates>All public data sets shall be updated on the open data catalog as often as necessary to preserve the integrity and usefulness of the datasets. Whenever feasible, these updates shall be automated.</span>Section 11. <span class=g-permanent-access><span class=g-oversight-authority><span class=g-timelines><span class=g-data-quality><span class=g-future-review>City staff will provide the City Council Governance committee an informational report every six months which evaluates the implementation, successes and barriers, and public uses resulting from the Open Data policy for the first two years after this policy is adopted and once every year thereafter.</span></span></span></span></span>Read, approved and adopted this 13th day of October, 2015."
